ECG,ABP
0.615686275,79.00908526
0.596078431,79.1655389
0.570588235,79.00908526
0.554901961,78.69617799
0.535294118,78.38327073
0.529411765,78.22681709
0.525490196,78.07036346
0.519607843,77.91390982
0.519607843,77.75745619
0.509803922,77.28809529
0.509803922,76.50582712
0.505882353,75.41065168
0.509803922,74.1590226
0.539215686,72.90739353
0.564705882,71.49931082
0.596078431,70.56058902
0.625490196,70.56058902
0.629411765,71.49931082
0.635294118,73.2203008
0.6,75.25419804
0.564705882,76.66228075
0.525490196,77.44454892
0.509803922,77.91390982
0.490196078,78.38327073
0.494117647,78.69617799
0.480392157,79.00908526
0.480392157,79.47844617
0.460784314,80.1042607
0.454901961,81.19943614
0.460784314,82.76397248
0.449019608,84.48496246
0.460784314,86.20595243
0.454901961,86.67531334
0.464705882,86.0494988
0.454901961,85.110777
0.464705882,84.48496246
0.460784314,84.32850882
0.474509804,84.48496246
0.525490196,84.48496246
0.625490196,84.48496246
0.721568627,84.01560156
0.750980392,83.70269429
0.584313725,83.07687975
0.284313725,82.45106521
-0.217647059,81.35588978
-0.433333333,80.1042607
-0.27254902,79.00908526
-0.082352941,78.07036346
0.164705882,77.13164165
0.409803922,75.88001258
0.535294118,74.31547624
0.574509804,72.43803263
0.6,70.56058902
0.619607843,68.99605267
0.625490196,67.90087724
0.629411765,67.11860906
0.635294118,66.64924816
0.641176471,66.33634089
0.641176471,66.02343363
0.650980392,65.71052636
0.650980392,65.24116545
0.650980392,64.77180455
0.664705882,64.30244365
0.664705882,63.67662911
0.670588235,63.20726821
0.676470588,62.73790731
0.696078431,62.2685464
0.7,61.95563914
0.715686275,61.95563914
0.715686275,62.42500004
0.735294118,63.36372184
0.741176471,65.08471182
0.735294118,67.43151633
0.721568627,69.93477448
0.705882353,72.59448626
0.676470588,74.94129077
0.660784314,76.97518802
0.629411765,78.38327073
0.619607843,79.00908526
0.590196078,79.32199253
0.574509804,79.32199253
0.554901961,79.00908526
0.539215686,78.69617799
0.529411765,78.38327073
0.515686275,78.38327073
0.519607843,78.22681709
0.515686275,77.91390982
0.519607843,77.60100255
0.505882353,76.81873438
0.509803922,76.03646621
0.505882353,74.78483714
0.535294118,73.37675443
0.564705882,71.96867172
0.584313725,70.71704265
0.605882353,70.24768175
0.629411765,70.71704265
0.635294118,72.28157899
0.625490196,74.47192987
0.584313725,76.34937348
0.539215686,77.44454892
0.515686275,78.07036346
0.509803922,78.38327073
0.494117647,78.53972436
0.490196078,78.85263163
0.480392157,79.32199253
0.470588235,80.1042607
0.460784314,81.04298251
0.454901961,82.45106521
0.460784314,84.32850882
0.460784314,86.20595243
0.464705882,87.30112787
0.464705882,86.98822061
0.470588235,86.0494988
0.464705882,85.110777
0.470588235,84.79786973
0.470588235,84.48496246
0.490196078,84.32850882
0.580392157,84.17205519
0.68627451,84.17205519
0.760784314,83.85914792
0.680392157,83.54624065
0.460784314,82.92042612
0.033333333,81.98170431
-0.378431373,80.88652887
-0.423529412,79.6348998
-0.156862745,78.69617799
0.058823529,77.75745619
0.309803922,76.81873438
0.490196078,75.25419804
0.564705882,73.53320807
0.605882353,71.65576446
0.615686275,69.93477448
0.619607843,68.68314541
0.625490196,67.7444236
0.629411765,66.96215543
0.635294118,66.49279453
0.641176471,66.02343363
0.645098039,65.71052636
0.645098039,65.24116545
0.664705882,64.77180455
0.660784314,64.14599002
0.676470588,63.67662911
0.680392157,63.05081458
0.690196078,62.73790731
0.68627451,62.2685464
0.715686275,61.7991855
0.715686275,61.64273187
0.731372549,61.7991855
0.741176471,62.42500004
0.745098039,63.83308275
0.741176471,65.86697999
0.741176471,68.37023814
0.715686275,71.02994992
0.696078431,73.6896617
0.680392157,75.88001258
0.660784314,77.44454892
0.635294118,78.38327073
0.619607843,78.85263163
0.596078431,78.85263163
0.570588235,78.69617799
0.560784314,78.38327073
0.545098039,78.07036346
0.535294118,78.07036346
0.529411765,77.91390982
0.529411765,77.60100255
0.525490196,77.28809529
0.529411765,76.66228075
0.519607843,75.88001258
0.519607843,74.94129077
0.525490196,73.6896617
0.560784314,72.28157899
0.580392157,71.02994992
0.605882353,70.40413538
0.625490196,70.87349629
0.645098039,72.28157899
0.635294118,74.31547624
0.625490196,75.88001258
0.574509804,76.81873438
0.529411765,77.13164165
0.525490196,77.13164165
0.505882353,77.44454892
0.509803922,78.07036346
0.5,78.69617799
0.480392157,79.1655389
0.464705882,80.1042607
0.464705882,81.51234341
0.460784314,83.54624065
0.464705882,85.42368426
0.460784314,86.36240607
0.470588235,86.0494988
0.470588235,85.110777
0.474509804,84.17205519
0.480392157,84.01560156
0.480392157,84.01560156
0.470588235,84.17205519
0.539215686,84.32850882
0.629411765,84.32850882
0.731372549,84.01560156
0.750980392,83.70269429
0.590196078,83.07687975
0.274509804,82.29461158
-0.22745098,81.19943614
-0.443137255,79.94780707
-0.266666667,78.85263163
-0.060784314,77.91390982
0.174509804,77.13164165
0.415686275,75.88001258
0.550980392,74.31547624
0.590196078,72.43803263
0.609803922,70.71704265
0.625490196,69.30895994
0.635294118,68.2137845
0.641176471,67.43151633
0.641176471,66.96215543
0.654901961,66.49279453
0.645098039,66.17988726
0.654901961,65.86697999
0.650980392,65.39761909
0.670588235,64.92825819
0.660784314,64.45889728
0.676470588,63.98953638
0.696078431,63.67662911
0.696078431,63.20726821
0.705882353,62.89436094
0.721568627,62.58145367
0.731372549,62.58145367
0.725490196,63.05081458
0.750980392,63.98953638
0.754901961,65.71052636
0.741176471,67.90087724
0.735294118,70.40413538
0.715686275,73.06384716
0.7,75.25419804
0.676470588,77.28809529
0.650980392,78.69617799
0.625490196,79.32199253
0.609803922,79.6348998
0.584313725,79.6348998
0.564705882,79.47844617
0.550980392,79.32199253
0.529411765,79.1655389
0.529411765,79.00908526
0.519607843,78.85263163
0.525490196,78.69617799
0.519607843,78.22681709
0.525490196,77.60100255
0.515686275,76.81873438
0.519607843,75.88001258
0.525490196,74.78483714
0.570588235,73.37675443
0.574509804,72.28157899
0.615686275,71.65576446
0.629411765,72.12512536
0.635294118,73.6896617
0.625490196,75.56710531
0.6,77.44454892
0.545098039,78.38327073
0.519607843,78.69617799
0.5,79.00908526
0.494117647,79.1655389
0.5,79.32199253
0.484313725,79.79135343
0.480392157,80.41716797
0.460784314,81.04298251
0.460784314,82.13815795
0.460784314,83.70269429
0.470588235,85.42368426
0.460784314,86.5188597
0.470588235,86.5188597
0.470588235,85.89304517
0.474509804,85.5801379
0.464705882,85.42368426
0.480392157,85.42368426
0.5,85.26723063
0.584313725,85.110777
0.676470588,85.110777
0.766666667,84.95432336
0.670588235,84.48496246
0.439215686,84.01560156
0.007843137,83.07687975
-0.401960784,81.98170431
-0.433333333,80.88652887
-0.166666667,80.1042607
0.052941176,79.32199253
0.319607843,78.07036346
0.494117647,76.50582712
0.580392157,74.78483714
0.615686275,73.06384716
0.625490196,71.49931082
0.645098039,70.24768175
0.645098039,69.15250631
0.654901961,68.52669177
0.650980392,67.90087724
0.660784314,67.58796997
0.664705882,67.11860906
0.670588235,66.8057018
0.664705882,66.17988726
0.676470588,65.55407272
0.68627451,64.92825819
0.696078431,64.30244365
0.705882353,63.67662911
0.709803922,63.20726821
0.721568627,62.73790731
0.715686275,62.73790731
0.741176471,63.05081458
0.754901961,63.83308275
0.760784314,65.24116545
0.750980392,67.43151633
0.760784314,70.09122811
0.735294118,72.7509399
0.715686275,75.25419804
0.690196078,77.28809529
0.670588235,78.69617799
0.641176471,79.6348998
0.619607843,79.94780707
0.6,79.94780707
0.574509804,79.6348998
0.554901961,79.32199253
0.550980392,79.1655389
0.525490196,79.00908526
0.529411765,78.69617799
0.525490196,78.53972436
0.529411765,78.07036346
0.525490196,77.60100255
0.525490196,76.81873438
0.525490196,75.88001258
0.529411765,74.62838351
0.554901961,73.37675443
0.584313725,71.96867172
0.605882353,71.02994992
0.629411765,71.02994992
0.645098039,72.12512536
0.641176471,74.1590226
0.619607843,76.19291985
0.574509804,77.44454892
0.529411765,78.07036346
0.525490196,78.38327073
0.509803922,78.53972436
0.505882353,78.69617799
0.515686275,79.00908526
0.490196078,79.32199253
0.480392157,79.94780707
0.474509804,81.04298251
0.480392157,82.45106521
0.470588235,84.32850882
0.480392157,85.73659153
0.480392157,86.36240607
0.480392157,85.73659153
0.474509804,84.79786973
0.484313725,84.48496246
0.474509804,84.64141609
0.490196078,84.79786973
0.550980392,84.79786973
0.650980392,84.79786973
0.741176471,84.48496246
0.770588235,84.01560156
0.584313725,83.38978702
0.290196078,82.60751885
-0.217647059,81.66879704
-0.407843137,80.5736216
-0.247058824,79.47844617
-0.047058824,78.69617799
0.194117647,77.60100255
0.425490196,76.19291985
0.550980392,74.62838351
0.596078431,72.7509399
0.625490196,70.87349629
0.629411765,69.46541358
0.645098039,68.37023814
0.650980392,67.58796997
0.654901961,66.96215543
0.654901961,66.64924816
0.664705882,66.33634089
0.660784314,66.02343363
0.676470588,65.55407272
0.670588235,64.92825819
0.68627451,64.45889728
0.690196078,63.98953638
0.7,63.36372184
0.705882353,62.89436094
0.715686275,62.42500004
0.725490196,62.2685464
0.715686275,62.2685464
0.745098039,62.73790731
0.750980392,63.67662911
0.745098039,65.55407272
0.750980392,67.7444236
0.731372549,70.24768175
0.715686275,72.90739353
0.696078431,75.25419804
0.676470588,76.97518802
0.650980392,78.22681709
0.625490196,79.00908526
0.609803922,79.1655389
0.590196078,79.00908526
0.564705882,78.69617799
0.554901961,78.38327073
0.539215686,78.07036346
0.529411765,78.07036346
0.529411765,77.91390982
0.525490196,77.75745619
0.525490196,77.44454892
0.529411765,76.81873438
0.519607843,75.88001258
0.529411765,74.94129077
0.525490196,73.6896617
0.570588235,72.28157899
0.590196078,71.02994992
0.619607843,70.56058902
0.641176471,71.18640355
0.645098039,72.7509399
0.625490196,74.62838351
0.6,76.34937348
0.550980392,77.28809529
0.529411765,77.75745619
0.509803922,77.91390982
0.505882353,78.07036346
0.5,78.22681709
0.494117647,78.53972436
0.474509804,79.32199253
0.464705882,80.26071434
0.464705882,81.51234341
0.464705882,83.23333339
0.470588235,84.95432336
0.480392157,86.0494988
0.470588235,86.0494988
0.474509804,85.110777
0.480392157,84.32850882
0.474509804,84.17205519
0.480392157,84.17205519
0.494117647,84.48496246
0.584313725,84.48496246
0.680392157,84.32850882
0.766666667,84.01560156
0.696078431,83.54624065
0.484313725,82.92042612
0.084313725,81.98170431
-0.356862745,80.88652887
-0.417647059,79.6348998
-0.166666667,78.69617799
0.049019608,77.75745619
0.290196078,76.66228075
0.480392157,74.94129077
0.560784314,73.06384716
0.6,71.18640355
0.609803922,69.62186721
0.619607843,68.52669177
0.629411765,67.58796997
0.625490196,66.96215543
0.641176471,66.49279453
0.645098039,66.17988726
0.645098039,65.86697999
0.654901961,65.39761909
0.660784314,64.77180455
0.664705882,64.30244365
0.676470588,63.67662911
0.680392157,63.05081458
0.690196078,62.58145367
0.696078431,62.11209277
0.7,61.7991855
0.715686275,61.48627823
0.731372549,61.7991855
0.745098039,62.42500004
0.741176471,63.83308275
0.750980392,65.86697999
0.735294118,68.37023814
0.721568627,71.02994992
0.696078431,73.6896617
0.690196078,75.72355894
0.654901961,77.28809529
0.635294118,78.22681709
0.609803922,78.69617799
0.596078431,78.69617799
0.574509804,78.53972436
0.554901961,78.22681709
0.539215686,77.91390982
0.535294118,77.75745619
0.525490196,77.60100255
0.529411765,77.44454892
0.529411765,77.13164165
0.519607843,76.50582712
0.509803922,75.88001258
0.519607843,74.94129077
0.519607843,73.84611533
0.535294118,72.59448626
0.564705882,71.34285719
0.596078431,70.56058902
0.625490196,70.56058902
0.635294118,71.81221809
0.645098039,73.84611533
0.625490196,75.72355894
0.590196078,76.66228075
0.545098039,76.81873438
0.525490196,76.66228075
0.505882353,76.81873438
0.5,77.60100255
0.505882353,78.53972436
0.484313725,79.1655389
0.474509804,79.79135343
0.480392157,80.73007524
0.460784314,82.29461158
0.464705882,84.17205519
0.470588235,85.42368426
0.464705882,85.73659153
0.470588235,84.95432336
0.460784314,84.17205519
0.480392157,83.85914792
0.470588235,84.01560156
0.480392157,84.17205519
0.515686275,84.32850882
0.605882353,84.32850882
0.709803922,84.17205519
0.760784314,83.70269429
0.635294118,83.07687975
0.390196078,82.29461158
-0.08627451,81.19943614
-0.417647059,79.94780707
-0.311764706,79.00908526
-0.111764706,77.91390982
0.119607843,76.81873438
0.364705882,75.56710531
0.519607843,73.6896617
0.580392157,71.96867172
0.605882353,70.24768175
0.625490196,68.83959904
0.619607843,67.7444236
0.641176471,67.11860906
0.641176471,66.49279453
0.645098039,66.17988726
0.650980392,65.86697999
0.654901961,65.39761909
0.660784314,64.92825819
0.664705882,64.30244365
0.664705882,63.83308275
0.670588235,63.20726821
0.680392157,62.73790731
0.690196078,62.11209277
0.696078431,61.7991855
0.7,61.48627823
0.721568627,61.48627823
0.715686275,61.7991855
0.741176471,62.73790731
0.741176471,64.30244365
0.741176471,66.49279453
0.731372549,69.15250631
0.715686275,71.81221809
0.690196078,74.31547624
0.670588235,76.19291985
0.645098039,77.60100255
0.629411765,78.38327073
0.609803922,78.69617799
0.584313725,78.53972436
0.554901961,78.38327073
0.554901961,78.07036346
0.529411765,77.91390982
0.525490196,77.75745619
0.529411765,77.60100255
0.515686275,77.44454892
0.505882353,77.13164165
0.515686275,76.50582712
0.509803922,75.72355894
0.509803922,74.62838351
0.519607843,73.37675443
0.545098039,71.81221809
0.574509804,70.40413538
0.596078431,69.30895994
0.619607843,68.99605267
0.629411765,69.77832085
0.625490196,71.65576446
0.609803922,73.84611533
0.564705882,75.56710531
0.519607843,76.97518802
0.509803922,77.91390982
0.490196078,78.69617799
0.494117647,79.6348998
0.480392157,79.94780707
0.484313725,79.94780707
0.460784314,79.79135343
0.460784314,80.1042607
0.449019608,81.19943614
0.460784314,82.92042612
0.460784314,84.79786973
0.470588235,86.0494988
0.464705882,86.0494988
0.464705882,84.79786973
0.470588235,83.38978702
0.464705882,82.76397248
0.480392157,83.07687975
0.529411765,83.54624065
0.625490196,83.85914792
0.725490196,83.85914792
0.760784314,83.38978702
0.574509804,82.60751885
0.274509804,81.66879704
-0.22745098,80.41716797
-0.42745098,79.32199253
-0.262745098,78.38327073
-0.060784314,77.44454892
0.184313725,76.34937348
0.403921569,74.94129077
0.529411765,73.06384716
0.580392157,71.34285719
0.596078431,69.77832085
0.615686275,68.68314541
0.619607843,67.7444236
0.625490196,66.96215543
0.625490196,66.33634089
0.635294118,65.86697999
0.629411765,65.55407272
0.645098039,65.24116545
0.645098039,64.92825819
0.654901961,64.61535092
0.664705882,64.14599002
0.660784314,63.67662911
0.670588235,63.05081458
0.676470588,62.58145367
0.690196078,62.11209277
0.696078431,62.11209277
0.709803922,62.2685464
0.725490196,62.73790731
0.731372549,64.14599002
0.725490196,66.02343363
0.731372549,68.37023814
0.709803922,70.87349629
0.705882353,73.37675443
0.68627451,75.41065168
0.660784314,77.13164165
0.641176471,78.38327073
0.619607843,79.00908526
0.596078431,79.1655389
0.574509804,79.1655389
0.550980392,78.85263163
0.529411765,78.38327073
0.515686275,78.22681709
0.519607843,78.07036346
0.525490196,77.91390982
0.509803922,77.75745619
0.505882353,77.44454892
0.505882353,76.81873438
0.5,76.03646621
0.505882353,75.09774441
0.509803922,73.84611533
0.545098039,72.43803263
0.570588235,71.18640355
0.596078431,70.56058902
0.615686275,71.02994992
0.619607843,72.43803263
0.625490196,74.62838351
0.584313725,76.66228075
0.535294118,77.91390982
0.505882353,78.38327073
0.505882353,78.53972436
0.480392157,79.00908526
0.494117647,79.6348998
0.474509804,79.94780707
0.460784314,80.26071434
0.445098039,80.88652887
0.439215686,81.98170431
0.454901961,83.70269429
0.449019608,85.73659153
0.445098039,87.30112787
0.449019608,87.61403514
0.454901961,86.5188597
0.454901961,85.110777
0.460784314,84.32850882
0.449019608,84.01560156
0.474509804,84.17205519
0.550980392,84.48496246
0.650980392,84.48496246
0.731372549,84.32850882
0.741176471,84.01560156
0.490196078,83.54624065
0.133333333,82.76397248
-0.356862745,81.66879704
-0.452941176,80.5736216
-0.221568627,79.6348998
-0.011764706,78.85263163
0.245098039,78.07036346
0.449019608,76.81873438
0.539215686,75.09774441
0.590196078,73.37675443
0.6,71.65576446
0.625490196,70.24768175
0.625490196,68.99605267
0.641176471,68.2137845
0.629411765,67.58796997
0.641176471,67.11860906
0.645098039,66.8057018
0.650980392,66.49279453
0.645098039,66.17988726
0.660784314,65.71052636
0.670588235,65.24116545
0.664705882,64.61535092
0.680392157,63.98953638
0.68627451,63.52017548
0.696078431,63.05081458
0.709803922,62.73790731
0.715686275,62.89436094
0.715686275,63.67662911
0.731372549,64.92825819
0.735294118,66.8057018
0.731372549,69.30895994
0.715686275,71.65576446
0.7,74.00256897
0.670588235,76.19291985
0.654901961,77.91390982
0.625490196,79.00908526
0.609803922,79.79135343
0.574509804,79.94780707
0.560784314,79.79135343
0.529411765,79.47844617
0.525490196,79.1655389
0.509803922,79.00908526
0.505882353,79.00908526
0.509803922,79.00908526
0.5,78.69617799
0.505882353,78.22681709
0.505882353,77.60100255
0.505882353,76.66228075
0.494117647,75.56710531
0.515686275,74.47192987
0.545098039,73.06384716
0.570588235,71.81221809
0.584313725,71.18640355
0.615686275,71.65576446
0.615686275,73.2203008
0.619607843,75.56710531
0.574509804,77.60100255
0.525490196,78.85263163
0.5,79.1655389
0.484313725,79.00908526
0.474509804,79.00908526
0.480392157,79.32199253
0.470588235,79.94780707
0.460784314,80.5736216
0.445098039,81.35588978
0.449019608,82.45106521
0.439215686,83.85914792
0.454901961,85.42368426
0.460784314,86.5188597
0.449019608,86.67531334
0.460784314,85.89304517
0.460784314,85.110777
0.460784314,84.95432336
0.454901961,85.110777
0.484313725,85.26723063
0.570588235,85.42368426
0.676470588,85.5801379
0.741176471,85.42368426
0.645098039,84.95432336
0.384313725,84.32850882
-0.037254902,83.38978702
-0.443137255,82.29461158
-0.456862745,81.19943614
-0.176470588,80.26071434
0.049019608,79.32199253
0.3,78.38327073
0.484313725,76.97518802
0.560784314,75.41065168
0.596078431,73.6896617
0.605882353,72.28157899
0.619607843,71.02994992
0.625490196,69.93477448
0.635294118,68.99605267
0.635294118,68.37023814
0.641176471,67.58796997
0.645098039,67.11860906
0.635294118,66.33634089
0.650980392,65.55407272
0.664705882,64.77180455
0.676470588,64.14599002
0.680392157,63.52017548
0.690196078,63.20726821
0.690196078,63.05081458
0.709803922,62.89436094
0.715686275,62.89436094
0.725490196,63.20726821
0.725490196,63.98953638
0.741176471,65.55407272
0.735294118,67.43151633
0.731372549,69.77832085
0.715686275,72.12512536
0.690196078,74.31547624
0.664705882,76.19291985
0.650980392,77.44454892
0.625490196,78.38327073
0.605882353,78.85263163
0.580392157,79.00908526
0.560784314,78.85263163
0.539215686,78.69617799
0.529411765,78.69617799
0.525490196,78.69617799
0.509803922,78.69617799
0.515686275,78.53972436
0.505882353,78.22681709
0.505882353,77.60100255
0.494117647,76.81873438
0.505882353,75.88001258
0.494117647,74.62838351
0.529411765,73.37675443
0.554901961,71.96867172
0.580392157,71.02994992
0.609803922,71.34285719
0.619607843,72.59448626
0.625490196,74.62838351
0.609803922,76.34937348
0.564705882,77.28809529
0.525490196,77.60100255
0.505882353,77.75745619
0.490196078,77.91390982
0.484313725,78.22681709
0.490196078,78.69617799
0.470588235,79.00908526
0.460784314,79.79135343
0.454901961,81.04298251
0.460784314,82.76397248
0.460784314,84.48496246
0.449019608,85.5801379
0.464705882,85.42368426
0.460784314,84.64141609
0.464705882,83.85914792
0.470588235,83.85914792
0.474509804,84.32850882
0.470588235,84.79786973
0.515686275,84.95432336
0.609803922,84.79786973
0.715686275,84.48496246
0.750980392,83.85914792
0.609803922,83.38978702
0.309803922,82.76397248
-0.162745098,81.82525068
-0.433333333,80.73007524
-0.288235294,79.6348998
-0.096078431,78.69617799
0.143137255,78.07036346
0.384313725,77.13164165
0.525490196,75.88001258
0.574509804,74.1590226
0.6,72.28157899
0.619607843,70.71704265
0.619607843,69.30895994
0.625490196,68.37023814
0.635294118,67.7444236
0.645098039,67.2750627
0.641176471,66.96215543
0.645098039,66.64924816
0.654901961,66.33634089
0.664705882,65.86697999
0.670588235,65.55407272
0.680392157,65.24116545
0.680392157,64.92825819
0.690196078,64.61535092
0.696078431,63.98953638
0.709803922,63.52017548
0.721568627,63.36372184
0.735294118,63.52017548
0.741176471,64.14599002
0.745098039,65.55407272
0.735294118,67.7444236
0.731372549,70.24768175
0.709803922,72.90739353
0.690196078,75.41065168
0.670588235,77.44454892
0.650980392,78.69617799
0.625490196,79.32199253
0.6,79.47844617
0.580392157,79.32199253
0.554901961,79.00908526
0.550980392,78.69617799
0.529411765,78.38327073
0.525490196,78.38327073
0.519607843,78.38327073
0.509803922,78.22681709
0.519607843,77.91390982
0.509803922,77.44454892
0.505882353,76.66228075
0.525490196,75.56710531
0.519607843,74.47192987
0.560784314,73.37675443
0.574509804,72.7509399
0.6,72.90739353
0.625490196,73.84611533
0.645098039,75.41065168
0.625490196,76.81873438
0.6,77.75745619
0.554901961,78.53972436
0.525490196,79.32199253
0.515686275,79.94780707
0.490196078,80.26071434
0.484313725,80.41716797
0.494117647,80.5736216
0.474509804,80.88652887
0.460784314,81.98170431
0.464705882,83.70269429
0.454901961,85.42368426
0.464705882,86.5188597
0.460784314,86.5188597
0.464705882,85.73659153
0.460784314,85.110777
0.470588235,84.79786973
0.474509804,84.79786973
0.470588235,84.95432336
0.484313725,85.110777
0.539215686,85.110777
0.645098039,84.64141609
0.745098039,84.17205519
0.766666667,83.54624065
0.554901961,82.92042612
0.219607843,82.13815795
-0.27254902,81.04298251
-0.411764706,80.1042607
-0.237254902,79.32199253
-0.041176471,78.53972436
0.219607843,77.75745619
0.435294118,76.50582712
0.545098039,74.78483714
0.590196078,73.06384716
0.609803922,71.49931082
0.625490196,70.09122811
0.629411765,68.99605267
0.641176471,68.05733087
0.629411765,67.43151633
0.645098039,66.96215543
0.645098039,66.64924816
0.645098039,66.17988726
0.645098039,65.55407272
0.654901961,64.92825819
0.664705882,64.30244365
0.670588235,63.67662911
